"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","stimulus","response","phase","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","question_order","talk_out_loud","strategy_free_ans","condition","answer","correct","operation","symbol_cue","trial_no","color_cue","wait_time","image_1","image_2","cor_key","type","judgment_type","stim_1","stim_2","inverted","true_neg","true_pos","false_pos","false_neg"
"","","","","","html-keyboard-response","51","1016095","0.0-6.0-0.20","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","null","experiment","rough","dough","through","bough","cough","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","52","1044435","0.0-6.0-1.20","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","28334.899999976158","phon_sim","","{""position_1"":""rough"",""position_2"":""through"",""position_3"":""bough"",""position_4"":""dough"",""position_5"":""cough""}","experiment","","","","","","","rough","through","bough","dough","cough","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","53","1057440","0.0-6.0-0.21","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">cough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1></div>","null","experiment","cough","bough","through","dough","rough","orthoSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","54","1080241","0.0-6.0-1.21","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","22796.300000071526","phon_sim","","{""position_1"":""cough"",""position_2"":""bough"",""position_3"":""through"",""position_4"":""dough"",""position_5"":""rough""}","experiment","","","","","","","cough","bough","through","dough","rough","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","55","1093249","0.0-6.0-0.22","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">plea</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1></div>","null","experiment","plea","sleigh","row","board","friend","controlSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","56","1111641","0.0-6.0-1.22","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","18387.100000023842","phon_sim","","{""position_1"":""plea"",""position_2"":""sleigh"",""position_3"":""row"",""position_4"":""board"",""position_5"":""friend""}","experiment","","","","","","","plea","sleigh","row","board","friend","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","57","1124650","0.0-6.0-0.23","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","phon_sim","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">caught</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1></div>","null","experiment","caught","sort","bought","taut","wart","phonSet","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","58","1157483","0.0-6.0-1.23","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","32828.60000002384","phon_sim","","{""position_1"":""caught"",""position_2"":""sort"",""position_3"":""bought"",""position_4"":""taut"",""position_5"":""wart""}","experiment","","","","","","","caught","sort","bought","taut","wart","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-multi-choice","59","1160870","0.0-7.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","3384","phon_sim","","{""Q0"":""Yes""}","","","","","","","","","","","","","[0]","Yes","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","60","1210388","0.0-8.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","49514.299999952316","phon_sim","","{""Q0"":""I added a silly cadance...I used to do that when my girls were little and I'd read to them. I guess it makes tedious task seem more fun.""}","","","","","","","","","","","","","","","I added a silly cadance...I used to do that when my girls were little and I'd read to them. I guess it makes tedious task seem more fun.","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","61","1212477","0.0-9.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":2087.399999976158}]","2087.7000000476837","phon_sim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","62","1224736","0.0-10.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":12257.399999976158}]","12257.700000047684","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","63","1236988","0.0-11.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":12250.600000023842}]","12251","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","64","1241185","0.0-12.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","4190.799999952316","task_switching","33","{""subtraction_ans"":""30""}","training","","","","","","","","","","","","","","","subtraction","30","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","65","1242190","0.0-13.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","66","1244488","0.0-14.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2294.600000023842","task_switching","55","{""subtraction_ans"":""52""}","training","","","","","","","","","","","","","","","subtraction","52","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","67","1245490","0.0-15.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","68","1247088","0.0-16.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1594.7000000476837","task_switching","57","{""subtraction_ans"":""54""}","training","","","","","","","","","","","","","","","subtraction","54","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","69","1248091","0.0-17.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","70","1250736","0.0-18.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2641.600000023842","task_switching","31","{""subtraction_ans"":""28""}","training","","","","","","","","","","","","","","","subtraction","28","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","71","1251743","0.0-19.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","72","1253624","0.0-20.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1878.2000000476837","task_switching","99","{""subtraction_ans"":""96""}","training","","","","","","","","","","","","","","","subtraction","96","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","73","1254631","0.0-21.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","74","1256518","0.0-22.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1884.5999999046326","task_switching","87","{""subtraction_ans"":""84""}","training","","","","","","","","","","","","","","","subtraction","84","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","75","1257525","0.0-23.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","76","1259526","0.0-24.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1998.5","task_switching","97","{""subtraction_ans"":""94""}","training","","","","","","","","","","","","","","","subtraction","94","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","77","1260533","0.0-25.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","78","1262712","0.0-26.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2175.7999999523163","task_switching","92","{""subtraction_ans"":""89""}","training","","","","","","","","","","","","","","","subtraction","89","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","79","1263718","0.0-27.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","80","1265768","0.0-28.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","2047.5","task_switching","59","{""subtraction_ans"":""56""}","training","","","","","","","","","","","","","","","subtraction","56","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","81","1266775","0.0-29.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","82","1268576","0.0-30.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1797.7000000476837","task_switching","62","{""subtraction_ans"":""59""}","training","","","","","","","","","","","","","","","subtraction","59","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","83","1269581","0.0-31.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","null","task_switching","<div style=""color:darkgreen; font-size:60px"">Well done!</div>","null","training","","","","","","","","","","","","","","","subtraction","","","","","","","","","","","","","","","","","","",""
"","","","","","instructions","84","1272404","0.0-32.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","[{""page_index"":0,""viewing_time"":2822.2999999523163}]","2822.7999999523163","task_switching","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","survey-text","85","1274129","0.0-33.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1720.6000000238419","task_switching","53","{""subtraction_ans"":""50""}","experiment","","","","","","","","","","","","","","","subtraction","50","true","subtract","","","","","","","","","","","","","","","",""
"","","","","","survey-text","86","1276087","0.0-34.0","A1WH32GYQOHIRQ","2022-05-18T15:31:36.495Z","phon_sim-task_switching-rhyme-same_different","","1953.8999999761581","task_switching","46","{""subtraction_ans"":""43""}","experiment","","","","","","","","","","","","","","","subtraction","43","true","subtract","","","","","","","","","","","","","","","",""
